order2,home,away,rivalry,favored,underdog,line,etp,fminusu,favscore,undscore,tp,fro1,fpo1,fto1,fso1,frd1,fped1,ftd1,fsd1,fws,fls,fsched,uro1,upo1,uto1,uso1,urd1,uped1,utd1,usd1,uws,uls,usced,frank,urank,fnr,unr,finj,uinj,top25game,confgame,nightgame,conference,week,year,stadium,power5,ACC,BigEast,BigTen,BigTwelve,CUSA,IND,MAC,MntWest,NonConf,PacTen,SEC,SunBelt,WAC,NoRivalry,MinorRivalry,MajorRivalry,AnyRivalry,Home_Rating,Away_Rating,,,fsched,finj,power5,Any
412,Colorado,Texas,None,Texas,Colorado,14,49.5,24,31,7,38,295.946,150.3714286,450.8825,34.81333333,132.18,109.57,334.8811111,14.775,2,0,0.5854,131.4675,237.9944444,367.6083333,24.91857143,161.4575,134.475,466.2875,24.5,0,1,0.575,8,0,0,1,5,7,1,1,0,Big Twelve,9,2004,51808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,76.92,88.48,,,0.57142857,1,0,0
476,Alabama,Mississippi St.,None,Alabama,Mississippi St.,17.5,39,16,30,14,44,224.1666667,128.274,353.9271429,31.142,119.08,81.23375,229.56,13.39666667,0,1,0.5,164.3783333,137.805,310.1975,13.545,172.46,135.7989286,360.7916667,25.07875,2,0,0.4889,30,0,0,1,5,3,1,1,0,SEC,10,2004,83818,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,71.79,61.3,,,0.47945205,1,0,0
1077,San Diego State,TCU,None,TCU,San Diego State,7,55,3,23,20,43,169.13,205.63,374.75,33,134,106.8,361.38,21.25,6,0,0.46153846,137.75,216.63,354.38,25.13,179,111.95,391.5,27.75,0,1,0.46,20,0,0,1,5,3,1,1,1,Mountain West,9,2005,71400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,70.78,84.73,,,0.52222222,1,1,0
933,Mississippi,Alabama,None,Alabama,Mississippi,13.5,39,3,13,10,23,172,230.4,402.4,29.6,98,93.85,251.2,11.6,5,0,0.61111111,100.6,211.4,312,16.8,144.6,101.35,326.6,19,1,0,0.5,6,0,0,1,5,4,1,1,0,SEC,7,2005,60580,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,62.24,84.31,,,0.5856,1,0,0
1188,Houston,SMU,None,Houston,SMU,13,50,-5,24,29,53,177.5,280.5,458,29.75,186.5,113.39,409,26.38,0,1,0.53703704,122.33,178.78,301.11,17.78,150.56,118.06,385.78,25.44,1,0,0.38888889,0,0,1,1,5,3,0,1,0,CUSA,12,2005,50000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,66,65.14,,,0.5713,1,0,0
1166,Arizona,Washington,None,Arizona,Washington,13.5,48.5,-24,14,38,52,121.22,230.44,351.67,24.22,173.89,127.67,404.22,25.44,2,0,0.66101695,117.22,229.56,346.78,19.67,140.67,156.84,420.11,33,0,6,0.60294118,0,0,1,1,5,8,0,1,0,Pac Ten,11,2005,57803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69.94,66.37,,,0.6207,1,1,0
848,Wake Forest,Clemson,None,Clemson,Wake Forest,7,47.5,-4,27,31,58,122.25,207,329.25,24,165.75,118.24,358.5,25,0,2,0.66666667,230.5,129.25,359.75,19.75,136.5,112.48,349.25,27.75,0,1,0.625,32,0,0,1,5,4,0,1,0,ACC,5,2005,31500,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,71.04,81.2,,,0.5854,1,0,0
1268,Hawaii,San Diego State,None,Hawaii,San Diego State,3,65.5,11,49,38,87,76.45,389.55,466,29,192.55,145.01,427.91,35.45,0,1,0.49541284,148.82,214.36,363.18,25.91,178.27,105.57,389.45,25.09,2,0,0.53271028,0,0,1,1,5,3,0,1,1,WAC,14,2005,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,64.31,70.78,,,0.5,1,1,0
843,Mississippi St.,LSU,None,LSU,Mississippi St.,14.5,39,30,37,7,44,190,244,434,35,99,155.22,560,31,1,0,1,124,168,292,17.25,96.75,131.87,312,17.75,0,1,0.83333333,4,0,0,1,5,2,1,1,0,SEC,5,2005,55000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,61,88.28,,,0.46153846,1,0,0
1242,Southern Miss,Tulane,None,Southern Miss,Tulane,21.5,54,19,26,7,33,100.8,242.3,343.1,29.8,170,131.21,413.1,24.6,0,2,0.53164557,86.8,239.6,326.4,22.7,198.5,128.74,367.3,32.2,0,7,0.41772152,0,0,1,1,5,5,0,1,0,CUSA,13,2005,33000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,70.21,54.51,,,0.61111111,1,1,0
861,Oklahoma,Kansas State,None,Oklahoma,Kansas State,7,48,22,43,21,64,160.33,137,297.33,21.67,79.67,127.11,341.67,24.33,0,1,0.75,253,213.33,466.33,36.67,81,96.5,244.33,15.67,3,0,0.2,0,0,1,1,5,5,0,1,1,Big Twelve,5,2005,83000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,86.27,72.29,,,0.53703704,1,0,0
1946,Pittsburgh,Louisville,None,Louisville,Pittsburgh,11.5,58.5,24,48,24,72,190.1,275.2,465.3,37.1,103.4,109.8,315,15.8,1,0,0.61728395,127.82,242.09,369.91,32.45,183,118.57,350.73,20.55,0,4,0.48314607,8,0,0,1,5,7,1,1,0,Big East,13,2006,65000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75.8,93.81,,,0.66101695,1,0,0
1750,South Carolina,Tennessee,None,Tennessee,South Carolina,3.5,44,7,31,24,55,119.57,293,412.57,32.43,118.86,115.5,278.86,18.43,4,0,0.65909091,139.14,209.57,348.71,22.71,146.71,98.66,294.14,14,2,0,0.52173913,8,30,0,0,5,9,1,1,1,SEC,9,2006,80250,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,82.49,85.41,,,0.66666667,1,1,0
1580,South Florida,Connecticut,None,South Florida,Connecticut,6.5,39.5,22,38,16,54,142.8,233.4,376.2,22.6,118,101.4,300.2,16.4,0,2,0.33333333,242.25,137.25,379.5,24,190.25,91.79,324.75,19.75,0,1,0.71428571,0,0,1,1,5,8,0,1,1,Big East,6,2006,65000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,79.33,68.26,,,0.49541284,1,0,0
1706,Wisconsin,Illinois,None,Wisconsin,Illinois,22,45,6,30,24,54,196.25,202,398.25,32.63,114.63,84.55,245.75,11.5,4,0,0.52830189,189.5,176.63,366.13,19.25,127.88,111.99,298.38,25.63,0,3,0.58181818,17,0,0,1,5,0,1,1,0,Big Ten,9,2006,77000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,88.73,60.66,,,1,1,1,0
1939,Tennessee,Kentucky,None,Tennessee,Kentucky,19,60.5,5,17,12,29,111.36,266.45,377.82,30.45,145.09,120.41,315.27,20.18,1,0,0.63736264,95.82,273.27,369.09,27.91,197.45,144.82,468.73,30.18,4,0,0.58888889,19,0,0,1,5,8,1,1,0,SEC,13,2006,104400,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,85.41,80.25,,,0.53164557,1,0,0
1882,Iowa St.,Missouri,None,Missouri,Iowa St.,13.5,52.5,-5,16,21,37,151.4,256.5,407.9,29.5,129.2,115.6,303.5,17.7,0,2,0.54736842,93.18,221.82,315,18.64,159.55,159.62,391.55,32.09,0,6,0.51923077,0,0,1,1,5,8,0,1,0,Big Twelve,12,2006,43000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,63.59,76.3,,,0.75,1,0,0
1989,Rutgers,Kansas State,None,Rutgers,Kansas State,8.5,44.5,27,37,10,47,177.58,156.33,333.92,29.17,106.83,105.76,259.75,14.67,0,1,0.57251908,122.17,205.83,328,23.83,143.42,121.72,334.5,22.67,0,1,0.54477612,16,0,0,1,5,7,1,0,1,NC,15,2006,70000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,88.17,70.77,,,0.61728395,1,0,0
1559,Mississippi,Vanderbilt,None,Vanderbilt,Mississippi,1.5,38.5,-7,10,17,27,164,141.2,305.2,23.4,148.6,138.74,327.6,16.8,2,0,0.75,139.8,135,274.8,12.2,165.4,133.96,351.2,26.2,0,4,0.72727273,0,0,1,1,5,3,0,1,0,SEC,6,2006,60580,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,68.05,69.9,,,0.65909091,1,1,0
1585,Arkansas State,UL-Monroe,None,Arkansas State,UL-Monroe,6,43,4,10,6,16,155.75,119,274.75,15.25,118.75,114.82,286.25,25.5,1,0,0.55555556,118.75,216.5,335.25,17.25,142.75,130.84,334,22.25,0,3,0.5,0,0,1,1,5,4,0,1,1,Sun Belt,6,2006,33410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,59,58.92,,,0.33333333,1,0,0
1886,Mississippi St.,Arkansas,None,Arkansas,Mississippi St.,14.5,45,14,28,14,42,240.9,158.8,399.7,30.8,113.5,105.62,291.5,15.6,9,0,0.52222222,83.6,193.7,277.3,19,119.9,138.95,340,26.1,1,0,0.58695652,5,0,0,1,5,9,1,1,0,SEC,12,2006,55000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,66.56,85.64,,,0.52830189,1,0,0
1618,Texas A&M,Missouri,None,Missouri,Texas A&M,1.5,50.5,-6,19,25,44,179,244.83,423.83,34.17,72.67,105.22,255,11.83,7,0,0.4,203.33,208.67,412,34.5,113.67,105.39,293.17,16.17,1,0,0.51851852,19,0,0,1,5,1,1,1,0,Big Twelve,7,2006,82600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,76.98,76.3,,,0.63736264,1,1,0
1628,Washington St.,California,None,California,Washington St.,9,57,18,21,3,24,167.33,280.17,447.5,39.5,130.83,130.28,368.5,21,5,0,0.66666667,162.5,252.17,414.67,26.33,98.83,118.52,319.83,18.17,1,0,0.57142857,10,0,0,1,5,10,1,1,0,Pac Ten,7,2006,37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,77.59,89.9,,,0.54736842,1,0,0
1645,Buffalo,Miami-Ohio,None,Miami-Ohio,Buffalo,7.5,45,7,38,31,69,73.2,231.8,305,14.4,182.2,136.21,337.4,26.6,0,5,0.44,100.2,210.2,310.4,18.8,254.6,161.28,432.2,35,0,4,0.375,0,0,1,1,5,6,0,1,0,MAC,7,2006,30000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,50.27,55.22,,,0.57251908,1,0,0
1494,Connecticut,Navy,None,Connecticut,Navy,1,41,-24,17,41,58,267.33,124.33,391.67,26.33,99,78.81,231.33,12.67,1,0,0.71428571,330.5,44.5,375,27.25,104.5,134.45,360.75,19,0,1,0.5,0,0,1,1,5,1,0,1,0,INDP,5,2006,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,68.26,75.33,,,0.75,1,1,0
1730,Oklahoma State,Nebraska,None,Nebraska,Oklahoma State,6,54.5,-12,29,41,70,186.5,248.38,434.88,34.88,102,111,320.25,14.5,0,1,0.53061224,203.29,218.43,421.71,37.43,144.57,136.31,341.57,22.29,0,1,0.5,20,0,0,1,5,1,1,1,1,Big Twelve,9,2006,50616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,76.37,79.69,,,0.55555556,1,0,0
2681,Missouri,Oklahoma,None,Oklahoma,Missouri,3,66,21,38,17,55,193.92,263.67,457.58,43.83,91.42,118.46,324.58,18.25,1,0,0.50892857,170.5,336.83,507.33,41.92,114.92,119.54,380.75,23.42,6,0,0.5555555,9,1,0,0,5,2,1,1,1,Big Twelve,14,2007,75000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90.48,90.66,,,0.52222222,1,1,0
2510,Toledo,Eastern Michigan,None,Toledo,Eastern Michigan,7.5,62.5,24,52,28,80,211.78,237.33,449.11,34.78,220,146.49,447,40.44,2,0,0.45588235,130.89,179,309.89,20.22,177.89,126.71,398.56,26.44,1,0,0.44117647,0,0,1,1,5,1,0,1,1,MAC,10,2007,26248,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,57.49,56.25,,,0.4,1,0,0
2494,Michigan State,Michigan,Major,Michigan,Michigan State,4,53,4,28,24,52,203.44,214.33,417.78,29,128.56,108.67,317.44,18.67,7,0,0.57352941,213.11,222.67,435.78,33.56,129.89,132,337,25.78,0,2,0.52941176,15,0,0,1,5,2,1,1,0,Big Ten,10,2007,72057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,75.29,82.27,,,0.66666667,1,0,0
2387,UCLA,California,None,California,UCLA,3,57,-9,21,30,51,196.17,238.5,434.67,37.5,125.67,121.16,380,25.5,0,1,0.5,181,219.83,400.83,28,81.67,116.34,324.5,23.83,0,1,0.45454545,10,0,0,1,5,9,1,1,0,Pac Ten,8,2007,100089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,78.74,79.33,,,0.44,1,0,0
2519,Arkansas,South Carolina,None,Arkansas,South Carolina,4.5,50,12,48,36,84,287.63,163.25,450.88,40.25,151.88,84.92,328.38,19.75,2,0,0.44827586,121.22,237.11,358.33,25,169.22,93.66,322.89,17.78,0,2,0.58461538,0,23,1,0,5,9,1,1,1,SEC,10,2007,72000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,81.39,79.23,,,0.71428571,1,0,0
2439,Washington,Arizona,None,Washington,Arizona,4,55,-7,41,48,89,158.71,180,338.71,27,241.71,119.97,465.29,32.14,0,5,0.79545455,103.63,226.13,329.75,20.38,168.13,124.69,366.63,28.88,3,0,0.44230769,0,0,1,1,5,4,0,1,0,Pac Ten,9,2007,72500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,73.81,76.4,,,0.53061224,1,0,0
2450,Nevada,Idaho,None,Nevada,Idaho,16.5,67.5,16,37,21,58,234.14,275.29,509.43,37,245.71,129.22,433.57,38.71,1,0,0.48837209,124.75,200.38,325.13,15.13,133.75,148.27,363.5,30.75,0,5,0.57407407,0,0,1,1,5,1,0,1,0,WAC,9,2007,77600,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,61.58,45.97,,,0.50892857,1,0,0
2303,Purdue,Ohio State,None,Ohio State,Purdue,7.5,52,16,23,7,30,132.4,203.6,336,19.4,85.4,116.16,267.4,14.6,0,3,0.45,186,309.8,495.8,45.4,127.4,106.39,384.4,20.4,5,0,0.35,4,23,0,0,5,3,1,1,1,Big Ten,6,2007,67861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,73.76,87.48,,,0.45588235,1,0,0
608,Southern Cal,Notre Dame,Major,Southern Cal,Notre Dame,23,49.5,31,41,10,51,183.914,268.4166667,449.79,39.868,64.57333333,89.17166667,250.032,10.80333333,19,0,0.5269,112.56,233.06,352.5033333,27.17,75.9225,128.815,354.27,20.665,0,1,0.5824,1,0,0,1,6,1,1,1,0,INDP,13,2004,92000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,103.37,77.15,,,0.57352941,1,0,1
1009,Alabama,Tennessee,Major,Alabama,Tennessee,3.5,38,3,6,3,9,163.5,231,394.5,26.83,93.17,97.6,255.83,11.33,6,0,0.53846154,98.8,237.4,336.2,19,93.4,109.23,298.6,18,0,1,0.69565217,5,17,0,0,6,6,1,1,0,SEC,8,2005,83818,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,84.31,74.49,,,0.5,1,0,0
961,California,Oregon St.,None,California,Oregon St.,16,59,-3,20,23,43,271.17,201.83,473,40.17,105,97.56,306.33,16.67,0,1,0.33333333,92,347,439,33.2,120.4,151.37,469.6,35.8,1,0,0.6,18,0,0,1,6,2,1,1,0,Pac Ten,7,2005,75000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,79.38,72.04,,,0.44827586,1,1,0
957,Notre Dame,Southern Cal,Major,Southern Cal,Notre Dame,11.5,71,3,34,31,65,291.2,349.2,640.4,51.6,90.8,123.26,337,19.2,27,0,0.47368421,174.4,329.8,504.2,37,116.6,123.46,422.2,24,2,0,0.47619048,1,9,0,0,6,2,1,1,0,INDP,7,2005,80225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,86.75,98.93,,,0.79545455,1,0,0
1194,NC State,Middle Tennessee,None,NC State,Middle Tennessee,18,39.5,21,24,3,27,121.56,217.44,339,21.22,118.89,102.35,305.11,21.67,0,1,0.60606061,114.75,186.63,301.38,19.88,142.63,110.27,336,17.5,0,1,0.421875,0,0,1,1,6,2,0,0,0,NC,12,2005,51500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,78.87,58.96,,,0.48837209,1,0,0
1244,Louisville,Syracuse,None,Louisville,Syracuse,35.5,60,24,41,17,58,190.56,305.67,496.22,47.33,116.78,117.74,317.11,23.67,3,0,0.47945205,112.9,140,252.9,13.5,184,113.75,359.5,25.4,0,8,0.48148148,17,0,0,1,6,3,1,1,0,Big East,13,2005,42000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82.57,58.55,,,0.45,1,0,0
1085,Northwestern,Iowa,None,Iowa,Northwestern,2.5,59,-1,27,28,55,176.75,233.75,410.5,29.63,135,133.18,371.5,17.88,0,1,0.45833333,198.25,316.75,515,34.63,196.88,129.28,494.75,32.63,0,1,0.63793103,34,27,0,0,6,4,0,1,0,Big Ten,10,2005,47129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,78.69,81.09,,,0.5269,1,0,1
1131,Fresno State,Boise St.,None,Fresno State,Boise St.,8.5,63.5,20,27,7,34,174.63,223,397.63,41.88,117.63,112.37,307,15.75,6,0,0.37254902,219,227.22,446.22,37.89,104.67,127.61,360.56,23.89,7,0,0.40677966,20,28,0,0,6,1,1,1,1,WAC,11,2005,41000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,74.28,74.51,,,0.53846154,1,1,1
1087,Rutgers,South Florida,None,Rutgers,South Florida,3,46.5,-14,31,45,76,148.88,235.38,384.25,28,125.5,121.47,345.75,19,3,0,0.37209302,216.33,134.67,351,25,124.83,114.2,311,18.67,0,2,0.72727273,28,0,0,1,6,2,0,1,0,Big East,10,2005,41500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,72.6,72.48,,,0.33333333,1,0,0
1004,Memphis,East Carolina,None,Memphis,East Carolina,7.5,51.5,3,27,24,51,273.33,134,407.33,29.17,153.33,130.97,430.5,23.17,1,0,0.47826087,115.67,252.5,368.17,24.17,206.33,107.82,374.67,27.17,2,0,0.27586207,0,0,1,1,6,5,0,1,0,CUSA,8,2005,62380,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,69.1,64.19,,,0.47368421,1,0,1
1163,New Mexico State,Nevada,None,Nevada,New Mexico State,10,59.5,24,48,24,72,163.25,267.25,430.5,30.63,146.75,123.91,389.63,31.5,1,0,0.37288136,85.89,240.33,326.22,15.89,204.11,150.25,481.11,40.67,0,10,0.56923077,0,0,1,1,6,4,0,1,0,WAC,11,2005,30343,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,44.25,68.67,,,0.60606061,1,0,0
1812,UAB,UTEP,None,UAB,UTEP,1,52,-19,17,36,53,138,167.11,305.11,18.44,149.22,130.4,336.89,22.78,0,3,0.45833333,74.44,279.44,353.89,28,146.44,134.25,401,30.11,0,3,0.47945205,0,0,1,1,6,3,0,1,1,CUSA,11,2006,80591,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,59.17,61.57,,,0.47945205,1,0,0
1666,Notre Dame,UCLA,None,Notre Dame,UCLA,13,49.5,3,20,17,37,106.83,273.5,380.33,30.33,134.83,130.16,347.67,23.67,3,0,0.65714286,143.67,189.83,333.5,25.67,84.33,108.17,252,15.33,0,1,0.45714286,10,0,0,1,6,10,1,1,0,INDP,8,2006,80225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,83,78.52,,,0.45833333,1,0,0
2001,Tennessee,Penn State,None,Tennessee,Penn State,3.5,41,-10,10,20,30,110.08,264.25,374.33,29.33,143.67,122.35,323.17,19.5,2,0,0.60447761,147.25,200.17,347.42,22.5,87.83,104.35,279,14.75,2,0,0.60150376,17,30,0,0,6,4,1,0,0,NC,15,2006,65657,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,85.41,84.38,,,0.37254902,1,0,0
1509,Arizona St.,Oregon,None,Oregon,Arizona St.,0,62.5,-35,13,48,61,180.5,255.75,436.25,32.25,113,146.89,311.25,21.75,0,1,0.45454545,198.33,273,471.33,37.67,171,110.87,353.67,22.33,3,0,0.5,28,14,0,0,6,5,1,1,0,Pac Ten,5,2006,73379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,76.73,78.27,,,0.37209302,1,0,0
1586,Georgia,Tennessee,None,Tennessee,Georgia,2.5,38,18,51,33,84,133,296.2,429.2,32,126.8,124.86,284.2,16.6,2,0,0.8,133.4,163.6,297,25.6,100,100.54,233.4,6.8,5,0,0.45454545,13,10,0,0,6,5,1,1,0,SEC,6,2006,92100,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,84.4,85.41,,,0.47826087,1,0,0
2520,Akron,Ohio,None,Ohio,Akron,3,52.5,-11,37,48,85,160.9,220.7,381.6,29.1,192.8,122.83,409.2,28.2,2,0,0.43373494,127.11,182,309.11,19.33,188.56,138.91,398.44,30.11,0,3,0.52,0,0,1,1,6,1,0,1,1,MAC,11,2007,35202,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,56.67,87.48,,,0.37288136,1,0,0
2454,Auburn,Mississippi,None,Auburn,Mississippi,17.5,44,14,17,3,20,157,173.25,330.25,25.38,116.75,108.31,305.13,17.38,0,1,0.68627451,171,288.71,459.71,35.57,213.71,107.97,397.14,27,5,0,0.36363636,23,0,0,1,6,2,1,1,1,SEC,9,2007,87514,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,84.42,67.64,,,0.45833333,1,0,0
2288,Washington St.,Arizona St.,None,Arizona St.,Washington St.,9,63,3,23,20,43,173,275.4,448.4,39.4,80.6,89.46,278.2,13,5,0,0.5,123,295.4,418.4,29,166.8,154.23,457.2,36.4,0,2,0.55555556,18,0,0,1,6,11,1,1,0,Pac Ten,6,2007,37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,72.29,84.35,,,0.65714286,1,0,0
2682,Hawaii,Washington,None,Hawaii,Washington,13.5,73.5,7,35,28,63,77.55,450.91,528.45,47.18,119.91,111.63,344,23.82,12,0,0.39473684,198.25,195.25,393.5,29.33,192.42,135.34,438.75,31.33,0,1,0.58870968,11,0,0,1,6,2,1,0,0,NC,14,2007,50000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,78.1,73.81,,,0.60447761,1,0,0
2416,LSU,Auburn,Minor,LSU,Auburn,10,42,6,30,24,54,232.14,195.71,427.86,37.71,68,83.75,223.14,14.14,0,1,0.7,165.57,169.57,335.14,25.57,109.29,100.27,279,15.57,4,0,0.67567568,5,18,0,0,6,6,1,1,1,SEC,8,2007,91667,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,93.39,84.42,,,0.45454545,1,0,0
2411,Illinois,Michigan,None,Michigan,Illinois,2.5,50,10,27,17,44,201.29,206.71,408,28.57,126.86,114.59,339,20.14,5,0,0.61538462,243.43,151.14,394.57,26.71,106.43,122.13,361.86,18.57,0,1,0.65,24,28,0,0,6,4,1,1,1,Big Ten,8,2007,71000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,79.27,82.27,,,0.8,1,1,0
2464,Penn State,Ohio State,None,Ohio State,Penn State,4,39.5,20,37,17,54,180,258.25,438.25,29.75,191.63,151.05,533.63,37.5,0,6,0.67924528,186.25,219.63,405.88,33.13,79.75,109.08,279.5,15,3,0,0.49090909,1,24,0,0,6,7,1,1,1,Big Ten,9,2007,107282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80.6,87.48,,,0.43373494,1,0,0
356,Auburn,Kentucky,None,Auburn,Kentucky,30.5,46,32,42,10,52,206.8171429,260.2535,469.4028571,37.585,100.105,102.892,251.6925,10.80333333,9,0,0.6207,113.0833333,166.0825,265.3783333,13.306,214.4633333,128.958,412.962,26.678,0,4,0.5333,3,0,0,1,7,9,1,1,0,SEC,8,2004,87514,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,93.33,59.54,,,0.68627451,1,1,0
591,Arizona,Arizona St.,Major,Arizona St.,Arizona,14,48,-7,27,34,61,111.5483333,309.6655556,435.75,31.42,124.0616667,108.944,350.1944444,23.454,2,0,0.6842,100.364,151.9857143,261.8628571,7.1925,125.6769444,134.91,363.8866667,24.7625,0,1,0.6207,18,0,0,1,7,5,1,1,0,Pac Ten,13,2004,57803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,69.12,85.18,,,0.5,1,0,0
337,Colorado State,Wyoming,Major,Colorado State,Wyoming,4.5,48,23,30,7,37,70.25285714,322.2,387.8585714,20.256,221.46125,115.9766667,420.5125,28.29125,1,0,0.56,137.5845833,229.3371429,360.73,27.23,134.74,108.944,390.385,19.71384615,0,1,0.44,0,0,1,1,7,4,0,1,1,Mountain West,8,2004,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,68.33,73.6,,,0.39473684,1,0,0
477,Arizona St.,Stanford,None,Arizona St.,Stanford,11,47,3,34,31,65,102.1255556,308.4033333,399.6664286,29.77666667,133.2925,113.27,363.8866667,23.71375,0,1,0.7593,98.87714286,269.2783333,360.41,23.83333333,127.4225,112.244,368.165,17.95666667,0,2,0.5185,23,0,0,1,7,3,1,1,0,Pac Ten,10,2004,73379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85.18,74.04,,,0.7,1,1,1
1038,Georgia Tech,Clemson,None,Georgia Tech,Clemson,3,45,1,10,9,19,153.5,206.33,359.83,22.33,95.67,102.07,301,21,1,0,0.51612903,148.14,248.14,396.29,27.29,128.57,121.91,341,21.14,2,0,0.5,30,0,0,1,7,5,0,1,0,ACC,9,2005,46000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,76.5,81.2,,,0.61538462,1,0,0
1137,North Carolina,Maryland,None,North Carolina,Maryland,3,46,-3,30,33,63,103.5,203,306.5,17.63,126.5,125.15,341.88,25.5,1,0,0.71186441,146.25,237.63,383.88,25.88,180,117.65,349.38,24.25,0,2,0.57377049,0,0,1,1,7,6,0,1,0,ACC,11,2005,60000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75.53,77.27,,,0.67924528,1,0,0
1973,Florida,Arkansas,None,Florida,Arkansas,3,45.5,10,38,28,66,156.83,241.42,398.25,28.08,69.67,99.06,265.25,12.25,5,0,0.63829787,236.25,148.17,384.42,30.17,117.25,107.84,299.83,16.75,0,1,0.52222222,4,8,0,0,7,4,1,1,1,SEC,14,2006,90000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,96.18,85.64,,,0.6207,1,1,0
